End.Date,End.Time,Malaise.Pit,Order,Family,Subfamily,Genus,Species,Length,Width,Reference.Col.Flag,Suspect.ID.Flag,Notes
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,2.3,0.4,,,
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,1.8,0.4,,,
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,1.8,0.3,,,
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,3.1,0.8,,,
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,1.8,0.4,,,
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,1.2,0.3,,,
21-Jul,22:00,P,Hymenoptera,Formicidae,,,,3.2,0.9,,,
21-Jul,22:00,P,Orthoptera,Raphidophoridae,,,,8,4,,,
21-Jul,22:00,P,Orthoptera,Gryllidae,,,,11,3,,,
21-Jul,22:00,P,Hemiptera,Cicadellidae,,,,3.5,1,,,
21-Jul,22:00,P,Hemiptera,Cicadellidae,,,,3,1,,,
21-Jul,22:00,P,Hemiptera,Cicadellidae,,,,3,0.8,,,
21-Jul,22:00,P,Hemiptera,Cicadellidae,,,,2.6,0.8,,,
21-Jul,22:00,P,Orthoptera,Raphidophoridae,,,,3,1.2,,,
21-Jul,22:00,P,Diptera,Calliphoridae,,,,10,4,,,
21-Jul,22:00,P,Diptera,Dolichopodidae,,,,2.1,0.6,,,
21-Jul,22:00,P,Diptera,Dolichopodidae,,,,2.5,0.6,,,
21-Jul,22:00,P,Diptera,Heleomyzidae,,,,4.6,1.5,,,
21-Jul,22:00,P,Microcoryphia,Meinertellidae,,,,6,1,,,
21-Jul,22:00,P,Microcoryphia,Meinertellidae,,,,6,1.5,,,
21-Jul,22:00,P,Microcoryphia,Meinertellidae,,,,5.5,0.8,,,
21-Jul,22:00,P,Microcoryphia,Meinertellidae,,,,7,1,,,
21-Jul,22:00,P,Aranea,,,,,5,1.8,,,immature
21-Jul,22:00,P,Microcoryphia,Meinertellidae,,,,7,1.2,,,
21-Jul,22:00,P,Microcoryphia,Meinertellidae,,,,6.5,1.4,,,
21-Jul,22:00,P,Opilones,Phalangiidae,,,,6,3,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,1.8,0.3,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,2,0.4,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,1.5,0.5,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,1.9,0.5,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,2,0.5,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,0.6,0.3,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,0.8,0.3,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,0.8,0.2,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,2,0.4,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,2,0.4,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,1.5,0.3,,,
21-Jul,22:00,P,Collembola,Isotomidae,,,,2,0.4,,,
21-Jul,22:00,P,Collembola,Entomobryidae,,,,1.2,0.3,,,
21-Jul,22:00,P,Acari,non-parasitic,,,,2.5,1.6,,,
21-Jul,22:00,P,Acari,non-parasitic,,,,2.6,1.5,,,
22-Jul,2:00,P,Aranea,Lycosidae,,,,9.5,3.5,,,
22-Jul,2:00,P,Aranea,Lycosidae,,,,7.2,2.6,,,
22-Jul,2:00,P,Aranea,Lycosidae,,,,9.75,3,,,
22-Jul,2:00,P,Aranea,Gnaphosidae,,,,3.6,1.2,,,
22-Jul,2:00,P,Aranea,Gnaphosidae,,,,1.9,0.5,,,
22-Jul,2:00,P,Aranea,Gnaphosidae,,,,9,3,,,
22-Jul,2:00,P,Acari,non-parasitic,,,,2.5,1.5,,,
22-Jul,2:00,P,Acari,non-parasitic,,,,2.6,1.5,,,
22-Jul,2:00,P,Opilones,Phalangiidae,,,,6.5,3,,,
22-Jul,2:00,P,Opilones,Phalangiidae,,,,6.2,3.5,,,
22-Jul,2:00,P,Opilones,Phalangiidae,,,,5,2.2,,,
22-Jul,2:00,P,Opilones,Phalangiidae,,,,7.5,4,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,3,1.2,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,9,2.8,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,3,1,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,3.7,1.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,2.8,1,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,3.9,1.2,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,8,2.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,6.5,2.25,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,10.5,3.6,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,10,3.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,12,2.8,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,9.6,3.3,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,9,3,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,10,3.5,,,
21-Jul,10:00,M,Collembola,Isotomidae,,,,2.5,0.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,13,4.5,,,
21-Jul,10:00,M,Hymenoptera,Aphelinidae,,,,1,0.4,,,
21-Jul,10:00,M,Hymenoptera,Aphelinidae,,,,1,0.4,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.5,0.4,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.9,0.6,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1,0.4,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1,0.5,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.4,0.5,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.3,0.4,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.4,0.4,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.5,0.6,,,
21-Jul,10:00,M,Diptera,Phoridae,,,,1.2,0.5,,,
22-Jul,2:00,P,Microcoryphia,Meinertellidae,,,,6,1,,,
22-Jul,2:00,P,Microcoryphia,Meinertellidae,,,,6,1.25,,,
21-Jul,10:00,M,Diptera,Sciaridae,,,,1.3,0.4,,,
21-Jul,10:00,M,Diptera,Cecidomyiidae,,,,1.6,0.5,,,
21-Jul,10:00,M,Diptera,Cecidomyiidae,,,,2.1,0.4,,,
21-Jul,10:00,M,Diptera,Cecidomyiidae,,,,1,0.2,,,
21-Jul,10:00,M,Diptera,Cecidomyiidae,,,,1.3,0.2,,,
21-Jul,10:00,M,Diptera,Cecidomyiidae,,,,2,0.3,,,
21-Jul,10:00,M,Diptera,Ceratopogonidae,,,,1.2,0.4,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,8.8,2.7,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,9.2,3,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,3,1,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,2.5,1,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,19,6,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,19,5,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,14,4,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,22,7,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,19,6,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,18,5,,,
21-Jul,10:00,M,Diptera,Tabanidae,,,,18.5,6,,,
21-Jul,10:00,M,Diptera,Simuliidae,,,,3.2,1.4,,,
21-Jul,10:00,M,Diptera,Simuliidae,,,,3.1,1.4,,,
21-Jul,10:00,M,Diptera,Simuliidae,,,,3.2,1.4,,,
21-Jul,10:00,M,Diptera,Syrphidae,,,,4.5,1.4,,,
21-Jul,10:00,M,Diptera,Syrphidae,,,,9,3,,,
21-Jul,10:00,M,Hymenoptera,Formicidae,,,,5.8,1.3,,,
21-Jul,10:00,M,Hymenoptera,Formicidae,,,,4.2,0.9,,,
21-Jul,10:00,M,Hymenoptera,Formicidae,,,,4,0.5,,,
21-Jul,10:00,M,Hymenoptera,Formicidae,,,,4.3,1,,,
21-Jul,10:00,M,Diptera,Chamaemyiidae,,,,2,1.1,,,
21-Jul,10:00,M,Aranea,Oxyopidae,,,,2.1,0.6,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,3.5,0.7,R,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,5,1.8,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.5,2,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.3,1.7,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.5,1.8,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.5,1.7,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.5,1.6,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.2,1.3,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4,1.2,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4,1.5,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.8,1.8,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.6,1.3,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,5,1.7,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,3.8,1.5,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4,1.6,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.5,2,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4,2,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.5,1.5,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4.4,2,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,4,1.4,,,
21-Jul,10:00,M,Diptera,Anthomyiidae,,,,5.5,2.5,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.7,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.8,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.6,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.7,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,2.2,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.8,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.8,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,2,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.5,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.5,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.8,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.7,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.5,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.7,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.9,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.5,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.7,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.5,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.6,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.4,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.2,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,2,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.8,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.9,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,2,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.1,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.7,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1.9,0.4,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.4,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,2,0.3,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.9,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.5,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.5,0.1,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.7,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,0.6,0.2,,,
22-Jul,2:00,P,Collembola,Isotomidae,,,,1,0.2,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,4,0.5,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.5,0.5,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.7,0.5,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.2,0.7,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.5,0.7,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.6,0.7,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.5,0.6,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.3,0.8,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.9,1,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.5,0.5,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,2,0.5,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.5,0.6,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.5,0.6,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,4,0.8,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.7,0.8,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.7,0.9,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,2.1,0.7,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,4,1,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,4,1,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,2.8,0.7,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.3,0.8,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,8.5,1.8,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,9,1.9,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,3.7,1,,,
22-Jul,2:00,P,Hymenoptera,Formicidae,,,,10.4,2.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,3,1.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,10,3.3,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,9.8,3.6,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,13,4.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,8,2.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,8,2.5,,,
22-Jul,2:00,P,Orthoptera,Raphidophoridae,,,,10,3,,,
22-Jul,2:00,P,Diptera,Phoridae,,,,1,0.5,,,
22-Jul,2:00,P,Diptera,Ceratopogonidae,,,,1,0.4,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,7.5,1.75,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9,2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,10.5,2.2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,11,3.2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9,2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,11,3,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,7.2,2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,7.5,1.5,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,8,1.8,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9,2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,8,2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9.5,2.2,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9.5,3,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9.4,2.5,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,6.5,1.5,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,9,2.5,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3,0.6,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,4.5,0.8,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3.2,0.7,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,2.7,0.6,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3,0.5,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,4,1.3,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3.2,0.6,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,2.7,0.6,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3.5,0.7,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,2,0.5,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3.8,0.6,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,3.8,0.7,,,
21-Jul,6:00,P,Hymenoptera,Formicidae,,,,2,0.5,,,
21-Jul,6:00,P,Solifugae,Eremobatidae,,,,19,4,R,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,14,4.5,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,11,4,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,11,3,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,10,3.2,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,7.5,2.5,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,16,4,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,13,4,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,3.5,1.2,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,3.5,1,,,
21-Jul,6:00,P,Orthoptera,Raphidophoridae,,,,4.5,1,,,
21-Jul,6:00,P,Collembola,,,,,0.75,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.6,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.25,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.25,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.6,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.75,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1,0.25,,,
21-Jul,6:00,P,Collembola,,,,,2.25,0.5,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.75,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.75,0.25,,,
21-Jul,6:00,P,Collembola,,,,,2,0.5,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,2,0.5,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.6,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.6,0.25,,,
21-Jul,6:00,P,Collembola,,,,,2,0.5,,,
21-Jul,6:00,P,Collembola,,,,,0.6,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.6,0.5,,,
21-Jul,6:00,P,Collembola,,,,,1.6,0.25,,,
21-Jul,6:00,P,Collembola,,,,,2,0.5,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.25,0.25,,,
21-Jul,6:00,P,Collembola,,,,,1.6,0.5,,,
21-Jul,6:00,P,Collembola,,,,,2,0.5,,,
21-Jul,6:00,P,Collembola,,,,,1.25,0.25,,,
21-Jul,6:00,P,Collembola,,,,,0.5,0.25,,,
21-Jul,6:00,P,Coleoptera,Tenebrionidae,,,,15.5,5,,,
21-Jul,6:00,P,Microcoryphia,Meinertellidae,,,,7,1,,,
21-Jul,6:00,P,Microcoryphia,Meinertellidae,,,,8,1.5,,,
21-Jul,6:00,P,Acari,non-parasitic,,,,2.25,1.5,,,
21-Jul,6:00,P,Acari,non-parasitic,,,,2.25,1.5,,,
21-Jul,6:00,P,Diptera,Anthomyiidae,,,,3.8,2,,,
21-Jul,6:00,P,Diptera,Dolichopodidae,,,,1.75,0.5,,,
21-Jul,6:00,P,Diptera,Cecidomyiidae,,,,1.25,0.25,,,
21-Jul,6:00,P,Aranea,Lycosidae,,,,8,2.5,,,
21-Jul,6:00,P,Aranea,Lycosidae,,,,9.5,3,,,
21-Jul,6:00,P,Aranea,Gnaphosidae,,,,14,4,,,
21-Jul,6:00,P,Aranea,Gnaphosidae,,,,5.5,2,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,5.5,1,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,1.8,0.5,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,5.5,1.25,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,6.2,1.7,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,2.2,0.7,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,2.6,0.6,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,9,2.5,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,4,1,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,8,2,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,4.5,1.5,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,4.5,1,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,4.4,1.4,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,4,1.4,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,2.6,0.9,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,5.5,1.5,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,5.5,1.7,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,6.3,1.8,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,4.2,1,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,5,1.3,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,3,0.75,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,5,1.3,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,2,0.5,,,
21-Jul,10:00,P,Hymenoptera,Formicidae,,,,2.5,0.8,,,
21-Jul,10:00,P,Collembola,,,,,0.8,0.2,,,
21-Jul,10:00,P,Collembola,,,,,2,0.5,,,
21-Jul,10:00,P,Collembola,,,,,1.7,0.4,,,
21-Jul,10:00,P,Collembola,,,,,0.8,0.2,,,
21-Jul,10:00,P,Collembola,,,,,1.1,0.3,,,
21-Jul,10:00,P,Collembola,,,,,1,0.2,,,
21-Jul,10:00,P,Collembola,,,,,1,0.2,,,
21-Jul,10:00,P,Collembola,,,,,2.4,0.5,,,
21-Jul,10:00,P,Collembola,,,,,1.5,0.5,,,
21-Jul,10:00,P,Collembola,,,,,0.5,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.5,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.7,0.2,,,
21-Jul,10:00,P,Collembola,,,,,2.3,0.5,,,
21-Jul,10:00,P,Collembola,,,,,0.9,0.2,,,
21-Jul,10:00,P,Collembola,,,,,2.8,0.6,,,
21-Jul,10:00,P,Collembola,,,,,2.6,0.25,,,
21-Jul,10:00,P,Collembola,,,,,1.6,0.5,,,
21-Jul,10:00,P,Collembola,,,,,1,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.7,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.6,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.9,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.8,0.2,,,
21-Jul,10:00,P,Collembola,,,,,1.2,0.3,,,
21-Jul,10:00,P,Collembola,,,,,0.5,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.6,0.25,,,
21-Jul,10:00,P,Collembola,,,,,1,0.2,,,
21-Jul,10:00,P,Collembola,,,,,0.7,0.2,,,
21-Jul,10:00,P,Collembola,,,,,2,0.5,,,
21-Jul,10:00,P,Collembola,,,,,2,0.5,,,
21-Jul,10:00,P,Collembola,,,,,0.7,0.25,,,
21-Jul,10:00,P,Collembola,,,,,0.7,0.3,,,
21-Jul,10:00,P,Collembola,,,,,0.6,0.3,,,
21-Jul,10:00,P,Collembola,,,,,0.9,0.2,,,
21-Jul,10:00,P,Collembola,,,,,1,0.2,,,
